Category,Sub-Category,Profit per Order,Quantity,Sales,Sales per Customer
Furniture,Furnishings,4.91,3,16,15.84
Furniture,Furnishings,63.68,5,303,303.25
Furniture,Tables,250.31,5,1138,1137.75
Furniture,Furnishings,106.54,6,666,665.88
Furniture,Furnishings,8.82,6,20,20.04
Furniture,Furnishings,21.75,7,64,63.98
Furniture,Tables,366.63,7,2037,2036.86
Furniture,Furnishings,107.04,9,630,629.64
Furniture,Furnishings,19.04,11,63,63.47
Furniture,Bookcases,7.05,1,120,119.83
Furniture,Bookcases,21.29,2,121,120.67
Furniture,Bookcases,16.8,2,204,203.98
Furniture,Chairs,4.59,1,41,40.78
Furniture,Furnishings,-0.34,1,14,13.59
Furniture,Tables,2.49,1,100,99.59
Furniture,Chairs,47.85,2,478,478.48
Furniture,Chairs,-36.21,2,241,241.42
Furniture,Chairs,-12.96,2,130,129.57
Furniture,Chairs,9.97,2,114,113.89
Furniture,Chairs,-73.05,2,450,449.57
Furniture,Furnishings,16.32,2,69,68.7
Furniture,Furnishings,0,2,170,169.57
Furniture,Furnishings,7.5,2,21,21.44
Furniture,Tables,12.83,2,513,513.02
Furniture,Chairs,105.3,3,842,842.38
Furniture,Chairs,102.95,4,915,915.14
Furniture,Chairs,-25.47,4,291,291.14
Furniture,Chairs,100.2,4,1603,1603.14
Furniture,Furnishings,1.92,4,9,8.54
Furniture,Chairs,148.7,5,1487,1487.04
Furniture,Furnishings,20.72,5,75,75.36
Furniture,Chairs,149.15,6,1326,1325.76
Furniture,Tables,-175.87,6,1005,1004.98
Furniture,Furnishings,3.52,7,47,46.87
Furniture,Chairs,-97.18,8,518,518.27
Furniture,Chairs,267.67,9,2677,2676.67
Furniture,Tables,-304.67,3,564,564.19
Furniture,Tables,-185.72,9,387,386.91
Office Supplies,Paper,2.03,1,4,4.41
Office Supplies,Paper,2.04,1,5,4.54
Office Supplies,Binders,4.2,2,9,8.76
Office Supplies,Binders,1.73,2,4,3.6
Office Supplies,Envelopes,7.49,2,15,15.28
Office Supplies,Binders,1906.49,3,3813,3812.97
Office Supplies,Labels,22.2,3,44,44.4
Office Supplies,Paper,82.29,3,168,167.94
Office Supplies,Paper,8.79,3,18,17.94
Office Supplies,Art,5.41,4,16,15.92
Office Supplies,Storage,13.97,4,54,53.72
Office Supplies,Binders,76.4,5,153,152.8
Office Supplies,Storage,22.83,5,85,84.55
Office Supplies,Art,10.63,7,41,40.88
Office Supplies,Labels,10.35,7,22,21.56
Office Supplies,Paper,31.19,10,68,67.8
Office Supplies,Appliances,41.5,1,187,186.73
Office Supplies,Paper,2.64,2,8,8.45
Office Supplies,Paper,23.77,2,66,65.58
Office Supplies,Art,3.55,3,22,21.86
Office Supplies,Envelopes,35.89,4,115,114.85
Office Supplies,Storage,-39.12,4,165,164.74
Office Supplies,Envelopes,113.31,5,336,335.72
Office Supplies,Paper,59.44,5,164,163.96
Office Supplies,Art,52.63,6,175,175.44
Office Supplies,Storage,7.55,9,151,151.06
Office Supplies,Binders,-4.82,2,3,2.92
Office Supplies,Binders,-8.11,4,5,5.23
Office Supplies,Binders,-11.52,5,8,7.68
Office Supplies,Binders,-66.51,6,42,41.57
Office Supplies,Appliances,62.24,1,207,207.48
Office Supplies,Storage,3.55,1,71,70.98
Office Supplies,Supplies,7.21,1,240,240.37
Office Supplies,Labels,4.81,2,10,9.82
Office Supplies,Paper,6.41,2,13,13.36
Office Supplies,Paper,18.21,2,38,37.94
Office Supplies,Paper,40.17,2,82,81.98
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Art,9.71,3,36,35.97
Office Supplies,Binders,23.77,3,50,49.53
Office Supplies,Labels,4.23,3,9,8.64
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,7.67,3,17,17.04
Office Supplies,Storage,0,3,502,501.81
Office Supplies,Art,2.89,4,11,11.12
Office Supplies,Art,2.04,4,7,7.04
Office Supplies,Paper,91.97,4,192,191.6
Office Supplies,Art,8.69,5,30,29.95
Office Supplies,Envelopes,28.75,5,64,63.9
Office Supplies,Paper,15.55,5,32,32.4
Office Supplies,Storage,37.22,6,128,128.34
Office Supplies,Storage,16.6,8,64,63.84
Office Supplies,Storage,481.87,9,1606,1606.23
Office Supplies,Supplies,-2.19,1,10,10.3
Office Supplies,Fasteners,-0.71,2,3,3.17
Office Supplies,Labels,1.72,2,5,4.93
Office Supplies,Art,1.03,3,12,11.74
Office Supplies,Envelopes,15.28,3,41,40.75
Office Supplies,Paper,28.71,3,85,85.06
Office Supplies,Paper,4.12,3,11,11.35
Office Supplies,Storage,-21.21,4,849,848.54
Office Supplies,Binders,11.56,6,37,37.01
Office Supplies,Fasteners,6.23,6,17,17.18
Office Supplies,Art,2.7,9,31,30.82
Office Supplies,Labels,7.02,9,21,20.81
Office Supplies,Binders,-10.38,3,15,14.83
Office Supplies,Binders,-53.74,4,77,76.78
Office Supplies,Binders,-6.38,5,9,8.7
Office Supplies,Binders,-760.98,5,1141,1141.47
Office Supplies,Binders,4.8,1,10,10.44
Office Supplies,Storage,0,2,122,122.48
Office Supplies,Supplies,10.52,2,35,35.06
Office Supplies,Binders,29.29,3,62,62.31
Office Supplies,Binders,7.13,3,15,15.18
Office Supplies,Paper,13.07,3,28,27.81
Office Supplies,Storage,6.3,4,315,315.2
Office Supplies,Envelopes,17.47,5,36,36.4
Office Supplies,Storage,4.24,7,106,105.98
Office Supplies,Labels,14.4,8,30,30
Office Supplies,Fasteners,2.4,2,7,7.1
Office Supplies,Paper,7.26,4,21,20.74
Office Supplies,Art,6.79,5,68,67.92
Office Supplies,Storage,5.4,5,62,61.68
Office Supplies,Art,5.26,9,42,42.05
Office Supplies,Binders,-21.89,3,27,27.36
Office Supplies,Binders,-2.62,4,4,3.74
Office Supplies,Binders,-26.25,4,34,34.24
Office Supplies,Binders,-331.96,8,398,398.35
Office Supplies,Art,5.95,1,20,19.83
Office Supplies,Art,0.72,1,3,2.78
Office Supplies,Art,15.76,2,56,56.3
Office Supplies,Fasteners,2.53,2,8,7.9
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Art,3.47,3,13,12.84
Office Supplies,Art,2.51,3,9,8.64
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,80.79,3,165,164.88
Office Supplies,Storage,12.1,3,47,46.53
Office Supplies,Storage,26.07,3,104,104.28
Office Supplies,Art,2.04,4,7,7.04
Office Supplies,Storage,2.68,4,67,66.96
Office Supplies,Paper,7.15,5,15,14.9
Office Supplies,Paper,15.55,5,32,32.4
Office Supplies,Paper,23.23,5,48,48.4
Office Supplies,Paper,36.93,12,80,80.28
Office Supplies,Art,1.98,1,16,15.87
Office Supplies,Binders,0.9,1,2,2.5
Office Supplies,Appliances,26.22,2,210,209.79
Office Supplies,Binders,4.28,2,12,11.81
Office Supplies,Storage,-29.44,2,147,147.18
Office Supplies,Binders,33.93,3,90,90.48
Office Supplies,Binders,5.19,3,14,13.85
Office Supplies,Envelopes,5.2,3,14,14.35
Office Supplies,Paper,17.82,3,55,54.82
Office Supplies,Paper,5.2,3,14,14.35
Office Supplies,Storage,-48.51,3,216,215.59
Office Supplies,Binders,4.46,4,13,13.22
Office Supplies,Storage,7.7,4,68,68.45
Office Supplies,Art,6.6,5,88,88.04
Office Supplies,Binders,36.92,5,102,101.84
Office Supplies,Binders,6.58,5,18,18.16
Office Supplies,Binders,46.22,5,148,147.92
Office Supplies,Binders,11.3,5,35,34.76
Office Supplies,Paper,10.89,6,31,31.1
Office Supplies,Binders,-6.02,3,8,7.86
Office Supplies,Binders,-58.86,4,77,76.78
Office Supplies,Binders,-32.51,7,41,40.64
Office Supplies,Binders,3.77,1,8,8.02
Office Supplies,Binders,5.16,3,11,10.74
Office Supplies,Storage,44.47,4,171,171.04
Office Supplies,Paper,180.77,9,369,368.91
Office Supplies,Art,3.68,2,37,36.78
Office Supplies,Paper,5.64,3,16,15.55
Office Supplies,Paper,3.21,3,10,10.27
Office Supplies,Storage,-12.53,3,53,52.75
Office Supplies,Art,2.19,4,19,19.46
Office Supplies,Art,1.86,5,30,29.76
Office Supplies,Binders,-2.32,2,1,1.41
Office Supplies,Binders,-6.42,4,4,4.14
Office Supplies,Appliances,-191.62,5,71,70.97
Office Supplies,Binders,-13.19,6,8,7.54
Office Supplies,Labels,14.04,1,31,30.53
Office Supplies,Labels,3.44,1,7,7.31
Office Supplies,Labels,12.03,5,25,24.55
Office Supplies,Paper,18.99,6,41,41.28
Office Supplies,Paper,84.94,7,185,184.66
Office Supplies,Paper,33.78,9,75,75.06
Office Supplies,Labels,1.99,2,6,5.9
Office Supplies,Paper,2.64,2,8,8.45
Office Supplies,Paper,5.44,3,16,15.55
Office Supplies,Appliances,82.99,4,664,663.94
Office Supplies,Paper,7.26,4,21,20.74
Office Supplies,Binders,18.25,7,58,58.41
Office Supplies,Binders,-3.39,3,5,4.84
Office Supplies,Storage,1.62,1,81,80.98
Office Supplies,Envelopes,78.94,2,168,167.96
Office Supplies,Binders,4.39,3,10,9.54
Office Supplies,Paper,60.26,3,123,122.97
Office Supplies,Storage,1.54,3,154,154.44
Office Supplies,Paper,91.97,4,192,191.6
Office Supplies,Fasteners,0.19,5,9,9.45
Office Supplies,Supplies,20.15,5,70,69.5
Office Supplies,Binders,54.04,7,108,108.08
Office Supplies,Paper,160.91,7,342,342.37
Office Supplies,Paper,27.99,9,58,58.32
Office Supplies,Paper,170.93,9,349,348.84
Office Supplies,Paper,2.69,2,8,7.97
Office Supplies,Paper,22.99,1,48,47.9
Office Supplies,Appliances,31.02,2,107,106.96
Office Supplies,Envelopes,10.87,2,22,22.18
Office Supplies,Envelopes,7.49,2,15,15.28
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Supplies,0.15,2,7,7.36
Office Supplies,Art,2.11,3,8,7.8
Office Supplies,Envelopes,11.23,3,23,22.92
Office Supplies,Fasteners,0.11,3,6,5.67
Office Supplies,Paper,28.17,3,60,59.94
Office Supplies,Storage,222.59,3,1113,1112.94
Office Supplies,Art,3.36,4,7,6.72
Office Supplies,Labels,19.87,4,41,41.4
Office Supplies,Labels,19.87,4,41,41.4
Office Supplies,Paper,22.23,4,45,45.36
Office Supplies,Paper,12.67,5,26,26.4
Office Supplies,Art,11.15,9,37,37.17
Office Supplies,Binders,1.56,1,4,4.3
Office Supplies,Paper,8.38,5,23,23.12
Office Supplies,Binders,-35.88,6,45,44.86
Office Supplies,Appliances,15.25,1,54,54.48
Office Supplies,Envelopes,3.49,1,7,7.28
Office Supplies,Paper,12.13,1,26,26.38
Office Supplies,Binders,60.14,2,128,127.96
Office Supplies,Binders,2.43,2,5,5.28
Office Supplies,Envelopes,7.49,2,15,15.28
Office Supplies,Art,8.07,3,21,21.24
Office Supplies,Binders,2.59,3,5,5.4
Office Supplies,Paper,9.53,3,19,19.44
Office Supplies,Storage,0,3,502,501.81
Office Supplies,Art,3.61,5,14,13.9
Office Supplies,Binders,12.69,5,26,25.9
Office Supplies,Appliances,751.76,7,1928,1927.59
Office Supplies,Appliances,197.92,7,707,706.86
Office Supplies,Binders,20.73,7,43,43.19
Office Supplies,Labels,13.31,9,28,27.72
Office Supplies,Paper,84.52,9,180,179.82
Office Supplies,Appliances,245.7,5,851,850.5
Office Supplies,Art,3.8,1,30,30.38
Office Supplies,Labels,7.94,1,24,24.42
Office Supplies,Labels,0.86,1,2,2.46
Office Supplies,Paper,1.81,1,5,5.18
Office Supplies,Paper,1.24,1,4,3.81
Office Supplies,Storage,0.65,1,9,8.72
Office Supplies,Art,0.31,2,4,3.54
Office Supplies,Art,14.23,2,60,59.9
Office Supplies,Paper,23.77,2,66,65.58
Office Supplies,Paper,3.35,2,9,9.25
Office Supplies,Art,2.21,3,7,7.06
Office Supplies,Art,3.22,3,10,9.91
Office Supplies,Paper,15.93,3,46,45.53
Office Supplies,Paper,23.23,3,74,74.35
Office Supplies,Paper,5.64,3,16,15.55
Office Supplies,Storage,31.58,3,505,505.32
Office Supplies,Fasteners,5.6,4,16,16
Office Supplies,Paper,146.79,5,419,419.4
Office Supplies,Art,3.94,8,11,11.26
Office Supplies,Storage,6.75,9,68,67.54
Office Supplies,Paper,130.76,11,361,360.71
Office Supplies,Binders,-14.76,1,9,8.68
Office Supplies,Binders,-2.67,2,2,1.52
Office Supplies,Binders,-5.82,3,4,3.88
Office Supplies,Appliances,-160.96,4,64,64.38
Office Supplies,Binders,-10.15,5,6,5.8
Office Supplies,Appliances,-24.71,6,9,9.32
Office Supplies,Binders,-13.34,8,9,8.61
Office Supplies,Paper,3.08,1,7,6.69
Office Supplies,Art,2.22,2,6,5.56
Office Supplies,Paper,4.12,2,8,8.4
Office Supplies,Storage,8.92,2,59,59.48
Office Supplies,Storage,8.07,2,31,31.02
Office Supplies,Art,3.12,3,7,6.63
Office Supplies,Art,6.31,3,18,17.52
Office Supplies,Binders,7.09,3,14,14.46
Office Supplies,Paper,28.17,3,60,59.94
Office Supplies,Paper,28.17,3,60,59.94
Office Supplies,Paper,17.22,3,34,34.44
Office Supplies,Supplies,8.1,3,28,27.93
Office Supplies,Art,4.96,4,17,17.12
Office Supplies,Paper,14.31,4,30,30.44
Office Supplies,Paper,201.31,4,419,419.4
Office Supplies,Storage,117.01,4,900,900.08
Office Supplies,Storage,55.9,4,1118,1117.92
Office Supplies,Art,32.97,5,110,109.9
Office Supplies,Binders,10.33,5,22,22.45
Office Supplies,Paper,69.7,5,155,154.9
Office Supplies,Paper,14.65,5,30,29.9
Office Supplies,Binders,12.72,6,25,25.44
Office Supplies,Fasteners,0.3,6,8,7.56
Office Supplies,Paper,19.24,6,40,40.08
Office Supplies,Paper,19.24,6,40,40.08
Office Supplies,Storage,160.04,6,593,592.74
Office Supplies,Paper,84.94,7,185,184.66
Office Supplies,Art,13.23,8,34,33.92
Office Supplies,Binders,149.76,9,300,299.52
Office Supplies,Art,0.3,1,3,3.42
Office Supplies,Paper,1.98,1,6,5.88
Office Supplies,Envelopes,19.99,2,64,63.97
Office Supplies,Paper,2.89,2,8,7.97
Office Supplies,Binders,23.11,3,68,68.47
Office Supplies,Paper,3.44,3,11,10.58
Office Supplies,Paper,4.03,3,12,11.95
Office Supplies,Art,2.8,4,37,37.31
Office Supplies,Paper,11.1,4,33,32.9
Office Supplies,Paper,11.22,6,31,30.96
Office Supplies,Binders,3.68,7,11,10.53
Office Supplies,Binders,-9.76,7,12,12.2
Office Supplies,Envelopes,8.22,2,17,17.48
Office Supplies,Envelopes,32.35,2,72,71.88
Office Supplies,Fasteners,1.19,2,4,3.62
Office Supplies,Paper,46.12,2,96,96.08
Office Supplies,Paper,49.97,3,106,106.32
Office Supplies,Paper,15.55,5,32,32.4
Office Supplies,Paper,301.97,6,629,629.1
Office Supplies,Binders,22,8,46,45.84
Office Supplies,Binders,219.65,11,478,477.51
Office Supplies,Paper,5.94,1,18,18.27
Office Supplies,Envelopes,4.43,2,12,12.22
Office Supplies,Art,8.44,3,68,67.56
Office Supplies,Storage,-47.25,3,540,540.05
Office Supplies,Paper,53.8,4,154,153.73
Office Supplies,Paper,8.87,6,25,25.34
Office Supplies,Paper,13.09,7,37,37.41
Office Supplies,Binders,-2.53,1,3,3.44
Office Supplies,Binders,-20.45,3,28,27.88
Office Supplies,Binders,-7.68,5,12,11.52
Office Supplies,Appliances,68.04,1,189,189
Office Supplies,Art,1.39,1,6,5.58
Office Supplies,Envelopes,5.75,1,13,12.78
Office Supplies,Fasteners,2.4,1,5,5
Office Supplies,Paper,3.18,1,6,6.48
Office Supplies,Paper,22.99,1,49,48.91
Office Supplies,Paper,3.11,1,6,6.48
Office Supplies,Storage,4.34,1,16,15.51
Office Supplies,Storage,1.86,1,47,46.51
Office Supplies,Appliances,2.02,2,8,7.78
Office Supplies,Art,2.79,2,11,11.16
Office Supplies,Art,1.02,2,4,3.52
Office Supplies,Paper,6.41,2,13,13.36
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Supplies,2.19,2,7,7.3
Office Supplies,Art,29.44,3,113,113.22
Office Supplies,Fasteners,0.17,3,6,5.58
Office Supplies,Paper,68.98,3,144,143.7
Office Supplies,Paper,73.41,3,147,146.82
Office Supplies,Paper,79.89,3,166,166.44
Office Supplies,Storage,0.41,3,41,40.74
Office Supplies,Storage,2.93,3,147,146.73
Office Supplies,Supplies,1.87,3,6,6.24
Office Supplies,Art,26.38,4,88,87.92
Office Supplies,Labels,5.43,4,12,11.56
Office Supplies,Paper,55.76,4,124,123.92
Office Supplies,Supplies,4.5,4,16,15.52
Office Supplies,Art,4.22,5,9,8.8
Office Supplies,Paper,15.55,5,32,32.4
Office Supplies,Paper,15.55,5,32,32.4
Office Supplies,Paper,52.53,5,114,114.2
Office Supplies,Storage,7.94,5,159,158.9
Office Supplies,Paper,15.23,6,31,31.08
Office Supplies,Paper,17.58,6,36,35.88
Office Supplies,Paper,138.36,6,288,288.24
Office Supplies,Envelopes,38.29,7,77,76.58
Office Supplies,Paper,21.77,7,45,45.36
Office Supplies,Storage,22.63,7,453,452.55
Office Supplies,Storage,25.42,8,91,90.8
Office Supplies,Storage,75.7,14,270,270.34
Office Supplies,Binders,11.56,2,33,33.02
Office Supplies,Binders,7.43,2,23,22.85
Office Supplies,Binders,33.64,2,108,107.65
Office Supplies,Binders,4.18,3,12,11.95
Office Supplies,Binders,1644.29,3,4536,4535.98
Office Supplies,Paper,33.72,3,93,93.02
Office Supplies,Binders,23.5,4,67,67.14
Office Supplies,Binders,19.38,4,55,55.36
Office Supplies,Binders,206.62,6,590,590.35
Office Supplies,Art,2.64,1,10,10.16
Office Supplies,Art,0.87,1,2,2.48
Office Supplies,Binders,78.2,1,170,169.99
Office Supplies,Labels,1.8,1,4,3.75
Office Supplies,Paper,5.56,1,11,11.34
Office Supplies,Storage,4.19,1,15,14.97
Office Supplies,Appliances,178.91,2,716,715.64
Office Supplies,Art,16.27,2,40,39.68
Office Supplies,Art,1.02,2,4,3.64
Office Supplies,Art,1.9,2,7,6.56
Office Supplies,Art,1.45,2,6,5.56
Office Supplies,Binders,149.38,2,332,331.96
Office Supplies,Binders,15.39,2,32,32.06
Office Supplies,Fasteners,0.1,2,3,2.52
Office Supplies,Paper,53.86,2,110,109.92
Office Supplies,Paper,8.71,2,19,18.54
Office Supplies,Paper,6.22,2,13,12.96
Office Supplies,Storage,6.88,2,25,24.56
Office Supplies,Storage,5.25,2,19,18.76
Office Supplies,Storage,81.05,2,352,352.38
Office Supplies,Storage,6.71,2,27,26.86
Office Supplies,Storage,226.36,2,838,838.38
Office Supplies,Storage,5.76,2,20,19.86
Office Supplies,Appliances,3.41,3,13,13.11
Office Supplies,Appliances,251.89,3,869,868.59
Office Supplies,Appliances,109.42,3,365,364.74
Office Supplies,Art,26.98,3,108,107.94
Office Supplies,Art,12.51,3,30,29.79
Office Supplies,Binders,34.39,3,75,74.76
Office Supplies,Binders,757.41,3,1578,1577.94
Office Supplies,Binders,45.84,3,92,91.68
Office Supplies,Binders,8.57,3,18,18.24
Office Supplies,Envelopes,17.25,3,38,38.34
Office Supplies,Labels,17.67,3,38,37.59
Office Supplies,Paper,49.97,3,106,106.32
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Storage,143.19,3,796,795.51
Office Supplies,Supplies,7.16,3,358,357.93
Office Supplies,Supplies,5.89,3,22,21.81
Office Supplies,Art,12.03,4,36,36.44
Office Supplies,Art,4.96,4,17,17.12
Office Supplies,Binders,14.27,4,29,29.12
Office Supplies,Binders,6.86,4,15,15.24
Office Supplies,Binders,42.07,4,90,89.52
Office Supplies,Binders,55.94,4,122,121.6
Office Supplies,Labels,19.87,4,41,41.4
Office Supplies,Labels,11.59,4,25,25.2
Office Supplies,Paper,13.24,4,28,28.16
Office Supplies,Paper,12.44,4,26,25.92
Office Supplies,Storage,13.32,4,444,443.92
Office Supplies,Storage,55.9,4,1118,1117.92
Office Supplies,Storage,13.93,4,50,49.76
Office Supplies,Appliances,26.56,5,92,91.6
Office Supplies,Art,3.61,5,14,13.9
Office Supplies,Art,3.97,5,15,14.7
Office Supplies,Binders,50.35,5,105,104.9
Office Supplies,Binders,7.06,5,14,14.4
Office Supplies,Binders,8.93,5,19,19
Office Supplies,Binders,12.55,5,27,26.7
Office Supplies,Binders,12.69,5,26,25.9
Office Supplies,Envelopes,36.82,5,78,78.35
Office Supplies,Fasteners,1.18,5,24,23.55
Office Supplies,Fasteners,9.01,5,29,29.05
Office Supplies,Labels,24.84,5,52,51.75
Office Supplies,Storage,42.36,5,169,169.45
Office Supplies,Storage,17.52,5,67,67.4
Office Supplies,Envelopes,50.94,6,102,101.88
Office Supplies,Labels,14.44,6,29,29.46
Office Supplies,Paper,14.26,6,32,31.68
Office Supplies,Paper,301.97,6,629,629.1
Office Supplies,Fasteners,9.2,7,20,20.44
Office Supplies,Labels,9.88,7,20,20.16
Office Supplies,Paper,21.77,7,45,45.36
Office Supplies,Appliances,137.29,9,490,490.32
Office Supplies,Appliances,37.23,3,168,167.53
Office Supplies,Envelopes,1.67,1,4,4.46
Office Supplies,Envelopes,7.07,1,21,20.94
Office Supplies,Art,0.91,2,3,2.91
Office Supplies,Art,0.59,2,5,5.25
Office Supplies,Art,0.59,2,5,5.25
Office Supplies,Art,1.03,2,6,6.37
Office Supplies,Envelopes,4.43,2,12,12.22
Office Supplies,Envelopes,1.1,2,3,3.26
Office Supplies,Fasteners,0.57,2,3,3.49
Office Supplies,Labels,8.88,2,24,23.68
Office Supplies,Labels,8.88,2,24,23.68
Office Supplies,Labels,2.59,2,8,7.97
Office Supplies,Labels,15.88,2,49,48.85
Office Supplies,Paper,3.26,2,10,9.66
Office Supplies,Paper,2.14,2,7,6.85
Office Supplies,Paper,3.76,2,10,10.37
Office Supplies,Paper,3.63,2,10,10.37
Office Supplies,Paper,6.63,2,20,19.65
Office Supplies,Storage,2.4,2,24,23.95
Office Supplies,Storage,-14.88,2,74,74.42
Office Supplies,Storage,5.56,2,56,55.62
Office Supplies,Supplies,-1.04,2,6,5.55
Office Supplies,Art,0.64,3,6,6.41
Office Supplies,Art,0.55,3,6,6.24
Office Supplies,Art,1,3,8,8.02
Office Supplies,Envelopes,49.39,3,146,146.35
Office Supplies,Paper,5.68,3,17,17.47
Office Supplies,Paper,5.68,3,17,17.47
Office Supplies,Paper,5.61,3,16,16.03
Office Supplies,Storage,-3.17,3,13,12.67
Office Supplies,Storage,-48.95,3,230,230.38
Office Supplies,Storage,-15.59,3,78,77.95
Office Supplies,Storage,38.57,3,343,342.86
Office Supplies,Envelopes,9.44,4,28,27.97
Office Supplies,Paper,6.81,4,21,20.96
Office Supplies,Paper,7.26,4,21,20.74
Office Supplies,Art,2.06,5,17,16.52
Office Supplies,Storage,14.31,5,229,228.92
Office Supplies,Labels,20.3,6,60,60.14
Office Supplies,Storage,26.12,6,298,298.46
Office Supplies,Art,3.9,7,22,22.29
Office Supplies,Paper,10.56,8,34,33.79
Office Supplies,Storage,-172.73,8,727,727.3
Office Supplies,Fasteners,4.27,9,28,28.44
Office Supplies,Paper,26.47,9,73,73.01
Office Supplies,Supplies,-14.69,9,69,69.12
Office Supplies,Labels,33.83,10,100,100.24
Office Supplies,Binders,-23.55,1,13,13.46
Office Supplies,Binders,-4.7,2,3,3.14
Office Supplies,Binders,-9.56,2,6,5.79
Office Supplies,Binders,-4.36,2,3,2.72
Office Supplies,Appliances,-166.39,3,63,62.79
Office Supplies,Binders,-1143.89,3,763,762.59
Office Supplies,Binders,-11.02,3,7,6.89
Office Supplies,Binders,-7.82,3,4,4.47
Office Supplies,Binders,-13.9,3,9,9.26
Office Supplies,Binders,-17.05,3,11,11.36
Office Supplies,Appliances,-99.1,4,39,38.86
Office Supplies,Binders,-18.84,4,11,11.42
Office Supplies,Binders,-6.29,4,4,3.59
Office Supplies,Binders,-16.47,5,10,9.98
Office Supplies,Binders,-45.84,5,31,30.56
Office Supplies,Binders,-25.22,5,16,16.27
Office Supplies,Appliances,-186.57,6,73,73.16
Office Supplies,Binders,-46.39,7,30,29.93
Office Supplies,Binders,-69.4,7,43,43.37
Office Supplies,Binders,-172.56,9,105,104.58
Office Supplies,Binders,-42.46,9,27,27.4
Office Supplies,Binders,-17.47,9,12,11.65
Office Supplies,Binders,-14.17,9,9,8.86
Office Supplies,Binders,-6.93,10,4,3.96
Office Supplies,Appliances,11.05,1,39,39.48
Office Supplies,Art,0.74,1,2,1.64
Office Supplies,Art,7.54,1,26,25.99
Office Supplies,Binders,13.98,1,30,30.4
Office Supplies,Envelopes,8.49,1,17,16.98
Office Supplies,Paper,5.54,1,12,11.54
Office Supplies,Paper,3.58,1,8,7.61
Office Supplies,Paper,3.11,1,6,6.48
Office Supplies,Storage,2.22,1,74,73.85
Office Supplies,Appliances,103.23,2,356,355.96
Office Supplies,Appliances,124.49,2,415,414.96
Office Supplies,Art,1.35,2,5,4.66
Office Supplies,Art,4.35,2,11,11.16
Office Supplies,Art,1.69,2,4,3.52
Office Supplies,Art,3.11,2,12,11.96
Office Supplies,Binders,3.88,2,8,8.26
Office Supplies,Binders,13.43,2,30,29.84
Office Supplies,Binders,18.94,2,38,37.88
Office Supplies,Binders,3.06,2,6,6.24
Office Supplies,Envelopes,24.6,2,52,52.34
Office Supplies,Envelopes,5.34,2,11,11.36
Office Supplies,Fasteners,3.58,2,7,7.16
Office Supplies,Paper,11.54,2,25,24.56
Office Supplies,Paper,5.76,2,12,11.76
Office Supplies,Paper,5.23,2,11,11.36
Office Supplies,Storage,10.81,2,39,38.62
Office Supplies,Appliances,20.68,3,69,68.94
Office Supplies,Art,2.51,3,9,8.64
Office Supplies,Art,17.17,3,66,66.03
Office Supplies,Art,4.49,3,15,15.48
Office Supplies,Binders,5.39,3,11,11.01
Office Supplies,Labels,3.6,3,8,7.83
Office Supplies,Labels,14.9,3,31,31.05
Office Supplies,Labels,6.87,3,15,14.94
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,8.79,3,18,17.94
Office Supplies,Paper,9.33,3,19,19.44
Office Supplies,Paper,7.67,3,17,17.04
Office Supplies,Paper,7.02,3,15,14.94
Office Supplies,Storage,5.39,3,269,269.49
Office Supplies,Storage,10.35,3,345,344.91
Office Supplies,Storage,3.05,3,18,17.94
Office Supplies,Storage,34.54,3,119,119.1
Office Supplies,Supplies,6.68,3,26,25.71
Office Supplies,Supplies,8.1,3,28,27.93
Office Supplies,Appliances,29.98,4,111,111.04
Office Supplies,Art,7.6,4,17,16.52
Office Supplies,Binders,96.42,4,210,209.6
Office Supplies,Fasteners,5.41,4,12,11.52
Office Supplies,Labels,6.94,4,15,14.76
Office Supplies,Paper,12.44,4,26,25.92
Office Supplies,Paper,91.95,4,196,195.64
Office Supplies,Storage,621.97,4,2592,2591.56
Office Supplies,Storage,1.67,4,84,83.56
Office Supplies,Storage,56.26,4,216,216.4
Office Supplies,Appliances,10.49,5,42,41.95
Office Supplies,Appliances,141.28,5,523,523.25
Office Supplies,Art,3.44,5,8,8
Office Supplies,Binders,390.98,5,850,849.95
Office Supplies,Binders,51.57,5,115,114.6
Office Supplies,Binders,40.38,5,82,82.4
Office Supplies,Paper,14.16,5,29,28.9
Office Supplies,Paper,133.15,5,277,277.4
Office Supplies,Paper,17.47,5,36,36.4
Office Supplies,Storage,71.54,5,286,286.15
Office Supplies,Storage,17.52,5,67,67.4
Office Supplies,Storage,39.95,5,166,166.45
Office Supplies,Storage,582.23,5,2079,2079.4
Office Supplies,Appliances,68.85,6,246,245.88
Office Supplies,Appliances,6.72,6,27,26.88
Office Supplies,Art,68.36,6,228,227.88
Office Supplies,Art,5.01,6,17,17.28
Office Supplies,Fasteners,8.12,6,17,17.28
Office Supplies,Paper,18.66,6,39,38.88
Office Supplies,Storage,315.74,6,1089,1088.76
